year,variable,tech,carrier,sample,value
2050,final_energy_MWh,district_heat,district_heat,49,1.03331e+09
2050,final_energy_MWh,district_heat,district_heat,50,1.18632e+09
2050,final_energy_MWh,district_heat,district_heat,51,9.64465e+08
2050,final_energy_MWh,district_heat,district_heat,52,6.47085e+08
2050,final_energy_MWh,district_heat,district_heat,53,7.57084e+08
2050,final_energy_MWh,district_heat,district_heat,54,8.60685e+08
2050,final_energy_MWh,district_heat,district_heat,55,9.64036e+08
2050,final_energy_MWh,district_heat,district_heat,56,8.81976e+08
2050,final_energy_MWh,district_heat,district_heat,57,9.14162e+08
2050,final_energy_MWh,district_heat,district_heat,58,1.05571e+09
2050,final_energy_MWh,district_heat,district_heat,59,7.23895e+08
2050,final_energy_MWh,district_heat,district_heat,60,6.97423e+08
2050,final_energy_MWh,district_heat,district_heat,61,7.76907e+08
2050,final_energy_MWh,district_heat,district_heat,62,8.33587e+08
2050,final_energy_MWh,district_heat,district_heat,63,7.57403e+08
2050,final_energy_MWh,district_heat,district_heat,64,6.66138e+08
2050,final_energy_MWh,district_heat,district_heat,65,8.07015e+08
2050,final_energy_MWh,district_heat,district_heat,66,9.58144e+08
2050,final_energy_MWh,district_heat,district_heat,67,8.44684e+08
2050,final_energy_MWh,district_heat,district_heat,68,9.45307e+08
2050,final_energy_MWh,district_heat,district_heat,69,1.02278e+09
2050,final_energy_MWh,district_heat,district_heat,70,7.6371e+08
2050,final_energy_MWh,district_heat,district_heat,71,9.23307e+08
2050,final_energy_MWh,district_heat,district_heat,72,1.08084e+09
2050,final_energy_MWh,district_heat,district_heat,73,8.90335e+08
2050,final_energy_MWh,district_heat,district_heat,74,7.85263e+08
2050,final_energy_MWh,district_heat,district_heat,75,8.4066e+08
2050,final_energy_MWh,district_heat,district_heat,76,9.26728e+08
2050,final_energy_MWh,district_heat,district_heat,77,7.69932e+08
2050,final_energy_MWh,district_heat,district_heat,78,5.57104e+08
2050,final_energy_MWh,district_heat,district_heat,79,7.59752e+08
2050,final_energy_MWh,district_heat,district_heat,80,6.52796e+08
2050,final_energy_MWh,district_heat,district_heat,81,9.20726e+08
2050,final_energy_MWh,district_heat,district_heat,82,8.22548e+08
2050,final_energy_MWh,district_heat,district_heat,83,8.7233e+08
2050,final_energy_MWh,district_heat,district_heat,84,7.46897e+08
2050,final_energy_MWh,district_heat,district_heat,85,6.73922e+08
2050,final_energy_MWh,district_heat,district_heat,86,7.05998e+08
2050,final_energy_MWh,district_heat,district_heat,87,8.90952e+08
2050,final_energy_MWh,district_heat,district_heat,88,7.54199e+08
2050,final_energy_MWh,district_heat,district_heat,89,8.85681e+08
2050,final_energy_MWh,district_heat,district_heat,90,7.11845e+08
2050,final_energy_MWh,district_heat,district_heat,91,6.16685e+08
