country,year,tech,variable,q10,q50,q90
DK,2030,gas_boiler,tech_share,0.1133,0.1192,0.1338
DK,2030,h2_boiler,tech_share,0.0005,0.0028,0.0086
DK,2030,hp_air,tech_share,0.13129,0.16565000000000002,0.19984
DK,2030,hp_ground,tech_share,0.04235,0.07705000000000001,0.11314
DK,2030,oil_boiler,tech_share,0.0392,0.0413,0.0463
DK,2030,resistance_heater,tech_share,0.0194,0.0198,0.0205
DK,2040,all,co2_MtCO2,2.5219,2.8715,3.2942
DK,2040,all,useful_heat_TWh,49.76,50.5,51.132000000000005
DK,2040,biomass_boiler,tech_share,0.0794,0.10189999999999999,0.1195
DK,2040,district_heat,tech_share,0.28299,0.32825,0.36657
DK,2040,gas_boiler,tech_share,0.13477,0.15660000000000002,0.18391000000000002
DK,2040,h2_boiler,tech_share,0.004950000000000001,0.02195,0.03724999999999999
DK,2040,hp_air,tech_share,0.17052,0.21225,0.25221
DK,2040,hp_ground,tech_share,0.06728,0.10615,0.14837999999999998
DK,2040,oil_boiler,tech_share,0.04669,0.0542,0.0637
DK,2040,resistance_heater,tech_share,0.0157,0.0168,0.01911
DK,2050,all,co2_MtCO2,2.5427,3.1414999999999997,3.7217999999999996
DK,2050,all,useful_heat_TWh,47.949000000000005,49.135000000000005,50.163
DK,2050,biomass_boiler,tech_share,0.07685,0.1123,0.13637
DK,2050,district_heat,tech_share,0.11386,0.14755000000000001,0.19945
DK,2050,gas_boiler,tech_share,0.15723,0.1993,0.23401999999999998
DK,2050,h2_boiler,tech_share,0.013920000000000002,0.05495,0.08893999999999999
DK,2050,hp_air,tech_share,0.21192,0.25634999999999997,0.31348000000000004
DK,2050,hp_ground,tech_share,0.09486,0.1409,0.19071000000000002
DK,2050,oil_boiler,tech_share,0.05438,0.069,0.08104
DK,2050,resistance_heater,tech_share,0.0109,0.01285,0.01641
EE,2025,all,co2_MtCO2,1.006,1.008,1.009
EE,2025,all,useful_heat_TWh,10.79,10.79,10.79
EE,2025,biomass_boiler,tech_share,0.4118,0.4118,0.4118
EE,2025,district_heat,tech_share,0.3918,0.3918,0.3918
EE,2025,gas_boiler,tech_share,0.0555,0.0555,0.0555
EE,2025,hp_air,tech_share,0.03989,0.0524,0.06373000000000001
EE,2025,hp_ground,tech_share,0.01127,0.022600000000000002,0.0351
EE,2025,oil_boiler,tech_share,0.001,0.001,0.001
EE,2025,resistance_heater,tech_share,0.065,0.065,0.065
EE,2030,all,co2_MtCO2,0.656,0.679,0.715
EE,2030,all,useful_heat_TWh,10.839,10.9,10.96
EE,2030,biomass_boiler,tech_share,0.33277,0.3653,0.38542000000000004
EE,2030,district_heat,tech_share,0.32314,0.35065,0.36534
EE,2030,gas_boiler,tech_share,0.06288,0.0746,0.10214999999999999
EE,2030,h2_boiler,tech_share,0.0005,0.0028,0.0086
EE,2030,hp_air,tech_share,0.07309,0.09565,0.1233
EE,2030,hp_ground,tech_share,0.03439,0.0526,0.07343000000000001
EE,2030,oil_boiler,tech_share,0.0011,0.0013,0.0018
EE,2030,resistance_heater,tech_share,0.05179,0.0568,0.0592
EE,2040,all,co2_MtCO2,0.472,0.5455000000000001,0.6442
EE,2040,all,useful_heat_TWh,11.009,11.21,11.391
EE,2040,biomass_boiler,tech_share,0.20247,0.23615,0.27622
EE,2040,district_heat,tech_share,0.20838,0.23745,0.26576
EE,2040,gas_boiler,tech_share,0.11581000000000001,0.14565,0.19064
EE,2040,h2_boiler,tech_share,0.004950000000000001,0.02195,0.03724999999999999
EE,2040,hp_air,tech_share,0.15944,0.19585000000000002,0.22974
EE,2040,hp_ground,tech_share,0.08238,0.11505,0.14933
EE,2040,oil_boiler,tech_share,0.0021,0.0026,0.0034
EE,2040,resistance_heater,tech_share,0.030780000000000002,0.03695,0.04261
EE,2050,all,co2_MtCO2,0.569,0.708,0.8317999999999999
EE,2050,all,useful_heat_TWh,11.287999999999998,11.635000000000002,11.942
EE,2050,biomass_boiler,tech_share,0.08778,0.13425,0.19254999999999997
EE,2050,district_heat,tech_share,0.12468,0.1466,0.17376
EE,2050,gas_boiler,tech_share,0.20790999999999998,0.264,0.31084
EE,2050,h2_boiler,tech_share,0.013920000000000002,0.05495,0.08893999999999999
EE,2050,hp_air,tech_share,0.18846,0.22325,0.26761
EE,2050,hp_ground,tech_share,0.10748,0.14405,0.18171
EE,2050,oil_boiler,tech_share,0.0037,0.0048,0.0056
EE,2050,resistance_heater,tech_share,0.01589,0.0219,0.027849999999999996
EL,2025,all,co2_MtCO2,10.928,10.939,10.95
EL,2025,all,useful_heat_TWh,63.04,63.04,63.04
EL,2025,biomass_boiler,tech_share,0.2735,0.2735,0.2735
EL,2025,district_heat,tech_share,0.011,0.011,0.011
EL,2025,gas_boiler,tech_share,0.183,0.183,0.183
EL,2025,hp_air,tech_share,0.05989,0.07865,0.09565
EL,2025,hp_ground,tech_share,0.01685,0.033850000000000005,0.05261
EL,2025,oil_boiler,tech_share,0.372,0.372,0.372
EL,2025,resistance_heater,tech_share,0.048,0.048,0.048
EL,2030,all,co2_MtCO2,9.219,9.6615,9.8844
EL,2030,all,useful_heat_TWh,61.569,61.96,62.33
EL,2030,biomass_boiler,tech_share,0.22246,0.23975000000000002,0.25155
EL,2030,district_heat,tech_share,0.03777,0.045649999999999996,0.06231999999999999
EL,2030,gas_boiler,tech_share,0.16319,0.1729,0.1781
EL,2030,h2_boiler,tech_share,0.0005,0.0028,0.0086
EL,2030,hp_air,tech_share,0.07583999999999999,0.10114999999999999,0.12825
EL,2030,hp_ground,tech_share,0.024640000000000002,0.0448,0.0691
EL,2030,oil_boiler,tech_share,0.33177,0.35145,0.36201
EL,2030,resistance_heater,tech_share,0.03919,0.041550000000000004,0.043
EL,2040,all,co2_MtCO2,6.47,7.0715,7.6073
EL,2040,all,useful_heat_TWh,58.918,60.05,61.113
EL,2040,biomass_boiler,tech_share,0.13236,0.1621,0.19276000000000001
EL,2040,district_heat,tech_share,0.1148,0.13485,0.15766
EL,2040,gas_boiler,tech_share,0.12177,0.1353,0.14551
EL,2040,h2_boiler,tech_share,0.004950000000000001,0.02195,0.03724999999999999
EL,2040,hp_air,tech_share,0.13216,0.16535,0.19652
EL,2040,hp_ground,tech_share,0.048440000000000004,0.07685,0.10752999999999999
EL,2040,oil_boiler,tech_share,0.24744,0.275,0.29581
EL,2040,resistance_heater,tech_share,0.024980000000000002,0.0286,0.03312
EL,2050,all,co2_MtCO2,3.5143,4.327500000000001,5.0655
EL,2050,all,useful_heat_TWh,56.387,58.21,59.934
EL,2050,biomass_boiler,tech_share,0.06378,0.10464999999999999,0.1543
EL,2050,district_heat,tech_share,0.20506,0.23225,0.26772999999999997
EL,2050,gas_boiler,tech_share,0.06977,0.08865,0.10433
EL,2050,h2_boiler,tech_share,0.013920000000000002,0.0527,0.0772
EL,2050,hp_air,tech_share,0.1743,0.21075,0.2486
EL,2050,hp_ground,tech_share,0.07856,0.10775,0.14014000000000001
EL,2050,oil_boiler,tech_share,0.14184,0.18015,0.21216000000000002
EL,2050,resistance_heater,tech_share,0.015,0.02055,0.031209999999999998
ES,2025,all,co2_MtCO2,26.0499,26.067,26.0821
ES,2025,all,useful_heat_TWh,167.31,167.31,167.31
ES,2025,biomass_boiler,tech_share,0.2412,0.2412,0.2412
ES,2025,district_heat,tech_share,0.005,0.005,0.005
ES,2025,gas_boiler,tech_share,0.3116,0.3116,0.3116
ES,2025,hp_air,tech_share,0.0588,0.07735,0.09404
ES,2025,hp_ground,tech_share,0.016550000000000002,0.03325,0.05171
ES,2025,oil_boiler,tech_share,0.2161,0.2161,0.2161
ES,2025,resistance_heater,tech_share,0.1156,0.1156,0.1156
ES,2030,all,co2_MtCO2,21.7299,22.6555,23.2185
ES,2030,all,useful_heat_TWh,161.488,163.10500000000002,164.72
ES,2030,biomass_boiler,tech_share,0.20206,0.2164,0.22503
