n_person,building,unit,geo,2021
9,RES,NR,DE242,10
9,RES,NR,DE243,6
9,RES,NR,DE244,10
9,RES,NR,DE245,26
9,RES,NR,DE246,13
9,RES,NR,DE247,14
9,RES,NR,DE248,19
9,RES,NR,DE249,15
9,RES,NR,DE24A,10
9,RES,NR,DE24B,14
9,RES,NR,DE24C,9
9,RES,NR,DE24D,11
9,RES,NR,DE25,372
9,RES,NR,DE251,9
9,RES,NR,DE252,19
9,RES,NR,DE253,23
9,RES,NR,DE254,134
9,RES,NR,DE255,7
9,RES,NR,DE256,54
9,RES,NR,DE257,15
9,RES,NR,DE258,29
9,RES,NR,DE259,22
9,RES,NR,DE25A,16
9,RES,NR,DE25B,24
9,RES,NR,DE25C,22
9,RES,NR,DE26,226
9,RES,NR,DE261,12
9,RES,NR,DE262,15
9,RES,NR,DE263,29
9,RES,NR,DE264,26
9,RES,NR,DE265,19
9,RES,NR,DE266,10
9,RES,NR,DE267,13
9,RES,NR,DE268,14
9,RES,NR,DE269,24
9,RES,NR,DE26A,18
9,RES,NR,DE26B,26
9,RES,NR,DE26C,20
9,RES,NR,DE27,413
9,RES,NR,DE271,87
9,RES,NR,DE272,12
9,RES,NR,DE273,12
9,RES,NR,DE274,10
9,RES,NR,DE275,24
9,RES,NR,DE276,49
9,RES,NR,DE277,20
9,RES,NR,DE278,25
9,RES,NR,DE279,38
9,RES,NR,DE27A,25
9,RES,NR,DE27B,31
9,RES,NR,DE27C,25
9,RES,NR,DE27D,26
9,RES,NR,DE27E,32
9,RES,NR,DE3,951
9,RES,NR,DE30,951
9,RES,NR,DE300,951
9,RES,NR,DE4,397
9,RES,NR,DE40,397
9,RES,NR,DE401,11
9,RES,NR,DE402,16
9,RES,NR,DE403,6
9,RES,NR,DE404,47
9,RES,NR,DE405,36
9,RES,NR,DE406,27
9,RES,NR,DE407,11
9,RES,NR,DE408,26
9,RES,NR,DE409,23
9,RES,NR,DE40A,28
9,RES,NR,DE40B,17
9,RES,NR,DE40C,20
9,RES,NR,DE40D,17
9,RES,NR,DE40E,51
9,RES,NR,DE40F,11
9,RES,NR,DE40G,12
9,RES,NR,DE40H,31
9,RES,NR,DE40I,14
9,RES,NR,DE5,277
9,RES,NR,DE50,277
9,RES,NR,DE501,228
9,RES,NR,DE502,52
9,RES,NR,DE6,391
9,RES,NR,DE60,391
9,RES,NR,DE600,391
9,RES,NR,DE7,1783
9,RES,NR,DE71,1190
9,RES,NR,DE711,47
9,RES,NR,DE712,246
9,RES,NR,DE713,58
9,RES,NR,DE714,74
9,RES,NR,DE715,89
9,RES,NR,DE716,86
9,RES,NR,DE717,87
9,RES,NR,DE718,55
9,RES,NR,DE719,108
9,RES,NR,DE71A,57
9,RES,NR,DE71B,28
9,RES,NR,DE71C,116
9,RES,NR,DE71D,34
9,RES,NR,DE71E,98
9,RES,NR,DE72,342
9,RES,NR,DE721,86
9,RES,NR,DE722,87
9,RES,NR,DE723,55
9,RES,NR,DE724,85
9,RES,NR,DE725,23
9,RES,NR,DE73,248
9,RES,NR,DE731,69
9,RES,NR,DE732,37
9,RES,NR,DE733,34
9,RES,NR,DE734,45
9,RES,NR,DE735,25
9,RES,NR,DE736,34
9,RES,NR,DE737,9
9,RES,NR,DE8,223
9,RES,NR,DE80,223
9,RES,NR,DE803,26
9,RES,NR,DE804,17
9,RES,NR,DE80J,30
9,RES,NR,DE80K,35
9,RES,NR,DE80L,33
9,RES,NR,DE80M,14
9,RES,NR,DE80N,34
9,RES,NR,DE80O,32
9,RES,NR,DE9,2070
9,RES,NR,DE91,339
9,RES,NR,DE911,29
9,RES,NR,DE912,46
9,RES,NR,DE913,31
9,RES,NR,DE914,50
9,RES,NR,DE916,29
9,RES,NR,DE917,17
9,RES,NR,DE918,24
9,RES,NR,DE91A,35
9,RES,NR,DE91B,17
9,RES,NR,DE91C,63
9,RES,NR,DE92,507
9,RES,NR,DE922,66
9,RES,NR,DE923,40
9,RES,NR,DE925,52
9,RES,NR,DE926,10
9,RES,NR,DE927,35
9,RES,NR,DE928,34
9,RES,NR,DE929,267
9,RES,NR,DE93,454
9,RES,NR,DE931,48
9,RES,NR,DE932,54
9,RES,NR,DE933,49
9,RES,NR,DE934,11
9,RES,NR,DE935,24
9,RES,NR,DE936,41
9,RES,NR,DE937,44
9,RES,NR,DE938,48
9,RES,NR,DE939,39
9,RES,NR,DE93A,23
9,RES,NR,DE93B,66
9,RES,NR,DE94,772
9,RES,NR,DE941,26
9,RES,NR,DE942,11
9,RES,NR,DE943,40
9,RES,NR,DE944,42
9,RES,NR,DE945,22
9,RES,NR,DE946,29
9,RES,NR,DE947,32
9,RES,NR,DE948,128
9,RES,NR,DE949,100
9,RES,NR,DE94A,23
9,RES,NR,DE94B,49
9,RES,NR,DE94C,31
9,RES,NR,DE94D,40
9,RES,NR,DE94E,99
9,RES,NR,DE94F,60
9,RES,NR,DE94G,25
9,RES,NR,DE94H,14
9,RES,NR,DEA,4768
9,RES,NR,DEA1,1226
9,RES,NR,DEA11,156
9,RES,NR,DEA12,199
9,RES,NR,DEA13,133
9,RES,NR,DEA14,46
9,RES,NR,DEA15,69
9,RES,NR,DEA16,49
9,RES,NR,DEA17,42
9,RES,NR,DEA18,32
9,RES,NR,DEA19,42
9,RES,NR,DEA1A,80
9,RES,NR,DEA1B,66
9,RES,NR,DEA1C,83
9,RES,NR,DEA1D,102
9,RES,NR,DEA1E,51
9,RES,NR,DEA1F,73
9,RES,NR,DEA2,1113
9,RES,NR,DEA22,83
9,RES,NR,DEA23,221
9,RES,NR,DEA24,27
9,RES,NR,DEA26,98
9,RES,NR,DEA27,121
9,RES,NR,DEA28,65
9,RES,NR,DEA29,56
9,RES,NR,DEA2A,95
9,RES,NR,DEA2B,53
9,RES,NR,DEA2C,168
9,RES,NR,DEA2D,131
9,RES,NR,DEA3,740
9,RES,NR,DEA31,29
9,RES,NR,DEA32,122
9,RES,NR,DEA33,70
9,RES,NR,DEA34,99
9,RES,NR,DEA35,58
9,RES,NR,DEA36,139
9,RES,NR,DEA37,139
9,RES,NR,DEA38,81
9,RES,NR,DEA4,793
9,RES,NR,DEA41,118
9,RES,NR,DEA42,134
9,RES,NR,DEA43,81
9,RES,NR,DEA44,40
9,RES,NR,DEA45,162
9,RES,NR,DEA46,155
9,RES,NR,DEA47,105
9,RES,NR,DEA5,895
9,RES,NR,DEA51,75
9,RES,NR,DEA52,156
9,RES,NR,DEA53,82
9,RES,NR,DEA54,58
9,RES,NR,DEA55,60
9,RES,NR,DEA56,68
9,RES,NR,DEA57,65
9,RES,NR,DEA58,118
9,RES,NR,DEA59,16
9,RES,NR,DEA5A,69
9,RES,NR,DEA5B,54
9,RES,NR,DEA5C,78
9,RES,NR,DEB,1049
9,RES,NR,DEB1,403
9,RES,NR,DEB11,26
9,RES,NR,DEB12,21
9,RES,NR,DEB13,42
9,RES,NR,DEB14,46
9,RES,NR,DEB15,28
9,RES,NR,DEB17,51
9,RES,NR,DEB18,57
9,RES,NR,DEB1A,35
9,RES,NR,DEB1B,52
9,RES,NR,DEB1C,19
9,RES,NR,DEB1D,19
9,RES,NR,DEB2,74
9,RES,NR,DEB21,6
9,RES,NR,DEB22,17
9,RES,NR,DEB23,13
9,RES,NR,DEB24,11
9,RES,NR,DEB25,19
9,RES,NR,DEB3,572
9,RES,NR,DEB31,17
9,RES,NR,DEB32,26
9,RES,NR,DEB33,7
9,RES,NR,DEB34,55
9,RES,NR,DEB35,66
9,RES,NR,DEB36,11
9,RES,NR,DEB37,5
9,RES,NR,DEB38,16
9,RES,NR,DEB39,17
9,RES,NR,DEB3A,6
9,RES,NR,DEB3B,36
9,RES,NR,DEB3C,29
9,RES,NR,DEB3D,21
9,RES,NR,DEB3E,53
9,RES,NR,DEB3F,43
9,RES,NR,DEB3G,27
9,RES,NR,DEB3H,30
9,RES,NR,DEB3I,47
9,RES,NR,DEB3J,41
9,RES,NR,DEB3K,18
9,RES,NR,DEC,247
9,RES,NR,DEC0,247
9,RES,NR,DEC01,98
9,RES,NR,DEC02,33
9,RES,NR,DEC03,33
9,RES,NR,DEC04,46
9,RES,NR,DEC05,30
9,RES,NR,DEC06,15
9,RES,NR,DED,691
9,RES,NR,DED2,256
9,RES,NR,DED21,99
9,RES,NR,DED2C,34
9,RES,NR,DED2D,35
9,RES,NR,DED2E,58
9,RES,NR,DED2F,34
9,RES,NR,DED4,244
9,RES,NR,DED41,40
9,RES,NR,DED42,71
9,RES,NR,DED43,35
9,RES,NR,DED44,37
9,RES,NR,DED45,57
9,RES,NR,DED5,190
9,RES,NR,DED51,111
9,RES,NR,DED52,53
9,RES,NR,DED53,33
9,RES,NR,DEE,318
9,RES,NR,DEE0,318
9,RES,NR,DEE01,15
9,RES,NR,DEE02,30
9,RES,NR,DEE03,58
9,RES,NR,DEE04,12
9,RES,NR,DEE05,23
9,RES,NR,DEE06,7
9,RES,NR,DEE07,23
9,RES,NR,DEE08,26
9,RES,NR,DEE09,9
9,RES,NR,DEE0A,14
9,RES,NR,DEE0B,31
9,RES,NR,DEE0C,32
9,RES,NR,DEE0D,16
9,RES,NR,DEE0E,15
9,RES,NR,DEF,627
9,RES,NR,DEF0,627
9,RES,NR,DEF01,14
9,RES,NR,DEF02,62
9,RES,NR,DEF03,49
9,RES,NR,DEF04,25
9,RES,NR,DEF05,28
9,RES,NR,DEF06,61
9,RES,NR,DEF07,36
9,RES,NR,DEF08,29
9,RES,NR,DEF09,79
9,RES,NR,DEF0A,18
9,RES,NR,DEF0B,43
9,RES,NR,DEF0C,39
9,RES,NR,DEF0D,68
9,RES,NR,DEF0E,22
9,RES,NR,DEF0F,51
9,RES,NR,DEG,393
9,RES,NR,DEG0,393
9,RES,NR,DEG01,37
9,RES,NR,DEG02,25
9,RES,NR,DEG03,29
9,RES,NR,DEG04,6
9,RES,NR,DEG05,15
9,RES,NR,DEG06,15
9,RES,NR,DEG07,4
9,RES,NR,DEG09,15
9,RES,NR,DEG0A,19
9,RES,NR,DEG0B,16
9,RES,NR,DEG0C,32
9,RES,NR,DEG0D,16
9,RES,NR,DEG0E,11
9,RES,NR,DEG0F,27
9,RES,NR,DEG0G,21
9,RES,NR,DEG0H,7
9,RES,NR,DEG0I,19
9,RES,NR,DEG0J,9
9,RES,NR,DEG0K,12
9,RES,NR,DEG0L,24
9,RES,NR,DEG0M,23
9,RES,NR,DEG0N,7
9,RES,NR,DEG0P,16
9,RES,NR,DEZ,0
9,RES,NR,DEZZ,0
9,RES,NR,DEZZZ,0
9,RES,NR,DK,943
9,RES,NR,DK0,943
9,RES,NR,DK01,391
9,RES,NR,DK011,107
9,RES,NR,DK012,141
9,RES,NR,DK013,135
9,RES,NR,DK014,8
9,RES,NR,DK02,170
9,RES,NR,DK021,68
9,RES,NR,DK022,102
9,RES,NR,DK03,132
9,RES,NR,DK031,64
9,RES,NR,DK032,68
9,RES,NR,DK04,192
9,RES,NR,DK041,48
9,RES,NR,DK042,144
9,RES,NR,DK05,58
9,RES,NR,DK050,58
9,RES,NR,DKZ,0
9,RES,NR,DKZZ,0
9,RES,NR,DKZZZ,0
9,RES,NR,EE,396
9,RES,NR,EE0,396
9,RES,NR,EE00,396
9,RES,NR,EE001,144
9,RES,NR,EE004,47
9,RES,NR,EE008,139
9,RES,NR,EE009,43
9,RES,NR,EE00A,23
9,RES,NR,EEZ,0
9,RES,NR,EEZZ,0
9,RES,NR,EEZZZ,0
9,RES,NR,EL,2093
9,RES,NR,EL3,527
9,RES,NR,EL30,527
9,RES,NR,EL301,61
9,RES,NR,EL302,30
9,RES,NR,EL303,87
9,RES,NR,EL304,45
9,RES,NR,EL305,154
9,RES,NR,EL306,86
9,RES,NR,EL307,63
9,RES,NR,EL4,210
9,RES,NR,EL41,15
9,RES,NR,EL411,8
9,RES,NR,EL412,3
9,RES,NR,EL413,5
9,RES,NR,EL42,50
9,RES,NR,EL421,33
9,RES,NR,EL422,19
9,RES,NR,EL43,144
9,RES,NR,EL431,70
9,RES,NR,EL432,7
9,RES,NR,EL433,31
9,RES,NR,EL434,34
9,RES,NR,EL5,573
9,RES,NR,EL51,147
9,RES,NR,EL511,31
9,RES,NR,EL512,63
9,RES,NR,EL513,26
9,RES,NR,EL514,12
9,RES,NR,EL515,15
9,RES,NR,EL52,332
9,RES,NR,EL521,38
9,RES,NR,EL522,170
9,RES,NR,EL523,10
9,RES,NR,EL524,25
9,RES,NR,EL525,39
9,RES,NR,EL526,20
9,RES,NR,EL527,22
9,RES,NR,EL53,39
9,RES,NR,EL531,21
9,RES,NR,EL532,4
9,RES,NR,EL533,9
9,RES,NR,EL54,57
9,RES,NR,EL541,20
9,RES,NR,EL542,0
9,RES,NR,EL543,35
9,RES,NR,EL6,788
9,RES,NR,EL61,206
9,RES,NR,EL611,85
9,RES,NR,EL612,90
9,RES,NR,EL613,37
9,RES,NR,EL62,50
9,RES,NR,EL621,8
9,RES,NR,EL622,22
9,RES,NR,EL623,10
9,RES,NR,EL624,7
9,RES,NR,EL63,285
9,RES,NR,EL631,62
9,RES,NR,EL632,144
9,RES,NR,EL633,76
9,RES,NR,EL64,112
9,RES,NR,EL641,23
9,RES,NR,EL642,36
9,RES,NR,EL643,9
9,RES,NR,EL644,30
9,RES,NR,EL645,10
9,RES,NR,EL65,131
9,RES,NR,EL651,36
9,RES,NR,EL652,24
9,RES,NR,EL653,65
9,RES,NR,ELZ,0
9,RES,NR,ELZZ,0
9,RES,NR,ELZZZ,0
9,RES,NR,ES,16620
9,RES,NR,ES1,976
9,RES,NR,ES11,666
9,RES,NR,ES111,244
9,RES,NR,ES112,57
9,RES,NR,ES113,45
9,RES,NR,ES114,321
9,RES,NR,ES12,142
9,RES,NR,ES120,142
9,RES,NR,ES13,168
9,RES,NR,ES130,168
9,RES,NR,ES2,978
9,RES,NR,ES21,362
9,RES,NR,ES211,43
9,RES,NR,ES212,140
9,RES,NR,ES213,183
9,RES,NR,ES22,222
9,RES,NR,ES220,222
9,RES,NR,ES23,84
9,RES,NR,ES230,84
9,RES,NR,ES24,307
9,RES,NR,ES241,60
9,RES,NR,ES242,27
9,RES,NR,ES243,221
9,RES,NR,ES3,2972
9,RES,NR,ES30,2972
9,RES,NR,ES300,2972
9,RES,NR,ES4,1166
9,RES,NR,ES41,407
9,RES,NR,ES411,25
9,RES,NR,ES412,57
9,RES,NR,ES413,80
9,RES,NR,ES414,22
9,RES,NR,ES415,50
9,RES,NR,ES416,32
9,RES,NR,ES417,21
9,RES,NR,ES418,101
9,RES,NR,ES419,18
9,RES,NR,ES42,605
9,RES,NR,ES421,108
9,RES,NR,ES422,109
9,RES,NR,ES423,57
9,RES,NR,ES424,80
9,RES,NR,ES425,250
9,RES,NR,ES43,153
9,RES,NR,ES431,93
9,RES,NR,ES432,60
9,RES,NR,ES5,5026
9,RES,NR,ES51,3027
9,RES,NR,ES511,2231
9,RES,NR,ES512,422
9,RES,NR,ES513,158
9,RES,NR,ES514,220
9,RES,NR,ES52,1277
9,RES,NR,ES521,519
9,RES,NR,ES522,111
9,RES,NR,ES523,645
9,RES,NR,ES53,721
9,RES,NR,ES531,115
9,RES,NR,ES532,579
9,RES,NR,ES533,29
9,RES,NR,ES6,4006
9,RES,NR,ES61,2676
9,RES,NR,ES611,527
9,RES,NR,ES612,358
9,RES,NR,ES613,134
9,RES,NR,ES614,261
9,RES,NR,ES615,156
9,RES,NR,ES616,116
9,RES,NR,ES617,658
9,RES,NR,ES618,470
9,RES,NR,ES62,1003
9,RES,NR,ES620,1003
9,RES,NR,ES63,163
9,RES,NR,ES630,163
9,RES,NR,ES64,165
9,RES,NR,ES640,165
9,RES,NR,ES7,1496
9,RES,NR,ES70,1496
9,RES,NR,ES703,5
9,RES,NR,ES704,76
9,RES,NR,ES705,564
9,RES,NR,ES706,14
9,RES,NR,ES707,58
9,RES,NR,ES708,143
9,RES,NR,ES709,636
9,RES,NR,ESZ,0
9,RES,NR,ESZZ,0
9,RES,NR,ESZZZ,0
9,RES,NR,EU27_2020,182199
9,RES,NR,FI,1600
9,RES,NR,FI1,1594
9,RES,NR,FI19,336
9,RES,NR,FI193,101
9,RES,NR,FI194,58
9,RES,NR,FI195,50
9,RES,NR,FI196,34
9,RES,NR,FI197,99
9,RES,NR,FI1B,400
9,RES,NR,FI1B1,400
9,RES,NR,FI1C,174
9,RES,NR,FI1C1,64
9,RES,NR,FI1C2,38
9,RES,NR,FI1C3,49
9,RES,NR,FI1C4,16
9,RES,NR,FI1C5,14
9,RES,NR,FI1D,681
9,RES,NR,FI1D1,17
9,RES,NR,FI1D2,60
9,RES,NR,FI1D3,46
9,RES,NR,FI1D5,60
9,RES,NR,FI1D7,54
9,RES,NR,FI1D8,26
9,RES,NR,FI1D9,418
9,RES,NR,FI2,9
9,RES,NR,FI20,9
9,RES,NR,FI200,9
9,RES,NR,FIZ,0
9,RES,NR,FIZZ,0
9,RES,NR,FIZZZ,0
9,RES,NR,FR,10709
9,RES,NR,FR1,3118
9,RES,NR,FR10,3118
9,RES,NR,FR101,423
9,RES,NR,FR102,311
9,RES,NR,FR103,263
9,RES,NR,FR104,345
9,RES,NR,FR105,197
9,RES,NR,FR106,820
9,RES,NR,FR107,309
9,RES,NR,FR108,450
9,RES,NR,FRB,324
9,RES,NR,FRB0,324
9,RES,NR,FRB01,25
9,RES,NR,FRB02,74
9,RES,NR,FRB03,29
9,RES,NR,FRB04,51
9,RES,NR,FRB05,42
9,RES,NR,FRB06,103
9,RES,NR,FRC,280
9,RES,NR,FRC1,153
9,RES,NR,FRC11,30
9,RES,NR,FRC12,20
9,RES,NR,FRC13,61
9,RES,NR,FRC14,42
9,RES,NR,FRC2,127
9,RES,NR,FRC21,63
9,RES,NR,FRC22,26
9,RES,NR,FRC23,20
9,RES,NR,FRC24,18
9,RES,NR,FRD,340
9,RES,NR,FRD1,127
9,RES,NR,FRD11,59
9,RES,NR,FRD12,43
9,RES,NR,FRD13,25
9,RES,NR,FRD2,213
9,RES,NR,FRD21,88
9,RES,NR,FRD22,125
9,RES,NR,FRE,1206
9,RES,NR,FRE1,812
9,RES,NR,FRE11,560
9,RES,NR,FRE12,252
9,RES,NR,FRE2,394
9,RES,NR,FRE21,119
9,RES,NR,FRE22,180
9,RES,NR,FRE23,95
9,RES,NR,FRF,691
9,RES,NR,FRF1,245
9,RES,NR,FRF11,128
9,RES,NR,FRF12,117
9,RES,NR,FRF2,222
9,RES,NR,FRF21,39
9,RES,NR,FRF22,68
9,RES,NR,FRF23,94
9,RES,NR,FRF24,21
9,RES,NR,FRF3,224
9,RES,NR,FRF31,67
9,RES,NR,FRF32,23
9,RES,NR,FRF33,101
9,RES,NR,FRF34,33
9,RES,NR,FRG,355
9,RES,NR,FRG0,355
9,RES,NR,FRG01,106
9,RES,NR,FRG02,77
9,RES,NR,FRG03,46
9,RES,NR,FRG04,89
9,RES,NR,FRG05,37
9,RES,NR,FRH,276
9,RES,NR,FRH0,276
9,RES,NR,FRH01,47
9,RES,NR,FRH02,54
9,RES,NR,FRH03,112
9,RES,NR,FRH04,63
9,RES,NR,FRI,498
9,RES,NR,FRI1,263
9,RES,NR,FRI11,43
9,RES,NR,FRI12,115
9,RES,NR,FRI13,30
9,RES,NR,FRI14,41
9,RES,NR,FRI15,34
9,RES,NR,FRI2,67
9,RES,NR,FRI21,10
9,RES,NR,FRI22,12
9,RES,NR,FRI23,45
9,RES,NR,FRI3,168
9,RES,NR,FRI31,33
9,RES,NR,FRI32,26
9,RES,NR,FRI33,60
9,RES,NR,FRI34,49
9,RES,NR,FRJ,562
9,RES,NR,FRJ1,265
9,RES,NR,FRJ11,35
9,RES,NR,FRJ12,92
9,RES,NR,FRJ13,76
9,RES,NR,FRJ14,5
9,RES,NR,FRJ15,57
9,RES,NR,FRJ2,297
9,RES,NR,FRJ21,17
9,RES,NR,FRJ22,12
9,RES,NR,FRJ23,148
9,RES,NR,FRJ24,18
9,RES,NR,FRJ25,14
9,RES,NR,FRJ26,16
9,RES,NR,FRJ27,30
9,RES,NR,FRJ28,42
9,RES,NR,FRK,783
9,RES,NR,FRK1,136
9,RES,NR,FRK11,66
9,RES,NR,FRK12,1
9,RES,NR,FRK13,17
9,RES,NR,FRK14,52
9,RES,NR,FRK2,647
9,RES,NR,FRK21,45
9,RES,NR,FRK22,31
9,RES,NR,FRK23,47
9,RES,NR,FRK24,101
9,RES,NR,FRK25,110
9,RES,NR,FRK26,244
9,RES,NR,FRK27,19
9,RES,NR,FRK28,50
9,RES,NR,FRL,577
9,RES,NR,FRL0,577
9,RES,NR,FRL01,15
9,RES,NR,FRL02,5
9,RES,NR,FRL03,75
9,RES,NR,FRL04,351
9,RES,NR,FRL05,79
9,RES,NR,FRL06,52
9,RES,NR,FRM,24
9,RES,NR,FRM0,24
9,RES,NR,FRM01,7
9,RES,NR,FRM02,17
9,RES,NR,FRY,1675
9,RES,NR,FRY1,74
9,RES,NR,FRY10,74
9,RES,NR,FRY2,82
9,RES,NR,FRY20,82
9,RES,NR,FRY3,1122
9,RES,NR,FRY30,1122
9,RES,NR,FRY4,397
9,RES,NR,FRY40,397
9,RES,NR,FRZ,0
9,RES,NR,FRZZ,0
9,RES,NR,FRZZZ,0
9,RES,NR,HR,2686
9,RES,NR,HR0,2686
9,RES,NR,HR02,625
9,RES,NR,HR021,84
9,RES,NR,HR022,37
9,RES,NR,HR023,42
9,RES,NR,HR024,111
9,RES,NR,HR025,130
9,RES,NR,HR026,74
9,RES,NR,HR027,61
9,RES,NR,HR028,92
9,RES,NR,HR03,744
9,RES,NR,HR031,66
9,RES,NR,HR032,18
9,RES,NR,HR033,94
9,RES,NR,HR034,53
9,RES,NR,HR035,304
9,RES,NR,HR036,111
9,RES,NR,HR037,93
9,RES,NR,HR05,520
9,RES,NR,HR050,520
9,RES,NR,HR06,796
9,RES,NR,HR061,118
9,RES,NR,HR062,134
9,RES,NR,HR063,118
9,RES,NR,HR064,128
9,RES,NR,HR065,302
9,RES,NR,HRZ,0
9,RES,NR,HRZZ,0
9,RES,NR,HRZZZ,0
9,RES,NR,HU,6165
9,RES,NR,HU1,1999
9,RES,NR,HU11,681
9,RES,NR,HU110,681
9,RES,NR,HU12,1318
9,RES,NR,HU120,1318
9,RES,NR,HU2,1404
9,RES,NR,HU21,556
9,RES,NR,HU211,231
9,RES,NR,HU212,159
9,RES,NR,HU213,166
9,RES,NR,HU22,395
9,RES,NR,HU221,192
9,RES,NR,HU222,100
9,RES,NR,HU223,103
9,RES,NR,HU23,453
9,RES,NR,HU231,166
9,RES,NR,HU232,205
9,RES,NR,HU233,82
9,RES,NR,HU3,2762
9,RES,NR,HU31,1026
9,RES,NR,HU311,730
9,RES,NR,HU312,171
9,RES,NR,HU313,125
9,RES,NR,HU32,1228
9,RES,NR,HU321,387
9,RES,NR,HU322,235
9,RES,NR,HU323,606
9,RES,NR,HU33,508
9,RES,NR,HU331,252
9,RES,NR,HU332,107
9,RES,NR,HU333,149
9,RES,NR,HUZ,0
9,RES,NR,HUZZ,0
9,RES,NR,HUZZZ,0
9,RES,NR,IE,1662
9,RES,NR,IE0,1662
9,RES,NR,IE04,276
9,RES,NR,IE041,127
9,RES,NR,IE042,149
9,RES,NR,IE05,481
9,RES,NR,IE051,157
9,RES,NR,IE052,143
9,RES,NR,IE053,181
9,RES,NR,IE06,905
9,RES,NR,IE061,539
9,RES,NR,IE062,250
9,RES,NR,IE063,116
9,RES,NR,IEZ,0
9,RES,NR,IEZZ,0
9,RES,NR,IEZZZ,0
9,RES,NR,IS,282
9,RES,NR,IS0,282
9,RES,NR,IS00,282
9,RES,NR,IS001,178
9,RES,NR,IS002,104
9,RES,NR,ISZ,0
9,RES,NR,ISZZ,0
9,RES,NR,ISZZZ,0
9,RES,NR,IT,5002
9,RES,NR,ITC,1164
9,RES,NR,ITC1,303
9,RES,NR,ITC11,202
9,RES,NR,ITC12,0
9,RES,NR,ITC13,3
9,RES,NR,ITC14,0
9,RES,NR,ITC15,10
9,RES,NR,ITC16,52
9,RES,NR,ITC17,2
9,RES,NR,ITC18,34
9,RES,NR,ITC2,0
9,RES,NR,ITC20,0
9,RES,NR,ITC3,92
9,RES,NR,ITC31,6
9,RES,NR,ITC32,12
9,RES,NR,ITC33,73
9,RES,NR,ITC34,1
9,RES,NR,ITC4,769
9,RES,NR,ITC41,61
9,RES,NR,ITC42,37
9,RES,NR,ITC43,22
9,RES,NR,ITC44,2
9,RES,NR,ITC46,111
9,RES,NR,ITC47,127
9,RES,NR,ITC48,29
9,RES,NR,ITC49,4
9,RES,NR,ITC4A,16
9,RES,NR,ITC4B,36
9,RES,NR,ITC4C,274
9,RES,NR,ITC4D,50
9,RES,NR,ITF,931
9,RES,NR,ITF1,13
9,RES,NR,ITF11,2
9,RES,NR,ITF12,0
9,RES,NR,ITF13,9
9,RES,NR,ITF14,2
9,RES,NR,ITF2,0
9,RES,NR,ITF21,0
9,RES,NR,ITF22,0
9,RES,NR,ITF3,566
9,RES,NR,ITF31,78
9,RES,NR,ITF32,0
9,RES,NR,ITF33,391
9,RES,NR,ITF34,2
9,RES,NR,ITF35,95
9,RES,NR,ITF4,278
9,RES,NR,ITF43,57
9,RES,NR,ITF44,12
9,RES,NR,ITF45,61
9,RES,NR,ITF46,26
9,RES,NR,ITF47,100
9,RES,NR,ITF48,22
9,RES,NR,ITF5,2
9,RES,NR,ITF51,2
9,RES,NR,ITF52,0
9,RES,NR,ITF6,72
9,RES,NR,ITF61,26
9,RES,NR,ITF62,0
9,RES,NR,ITF63,11
9,RES,NR,ITF64,0
9,RES,NR,ITF65,35
9,RES,NR,ITG,356
9,RES,NR,ITG1,314
9,RES,NR,ITG11,16
9,RES,NR,ITG12,179
9,RES,NR,ITG13,34
9,RES,NR,ITG14,4
9,RES,NR,ITG15,0
9,RES,NR,ITG16,0
9,RES,NR,ITG17,58
9,RES,NR,ITG18,1
9,RES,NR,ITG19,22
9,RES,NR,ITG2,42
9,RES,NR,ITG2D,16
9,RES,NR,ITG2E,0
9,RES,NR,ITG2F,18
9,RES,NR,ITG2G,0
9,RES,NR,ITG2H,8
9,RES,NR,ITH,1455
9,RES,NR,ITH1,61
9,RES,NR,ITH10,61
9,RES,NR,ITH2,58
9,RES,NR,ITH20,58
9,RES,NR,ITH3,597
9,RES,NR,ITH31,128
9,RES,NR,ITH32,100
9,RES,NR,ITH33,3
9,RES,NR,ITH34,118
9,RES,NR,ITH35,122
9,RES,NR,ITH36,119
9,RES,NR,ITH37,7
9,RES,NR,ITH4,120
9,RES,NR,ITH41,20
9,RES,NR,ITH42,79
9,RES,NR,ITH43,2
9,RES,NR,ITH44,19
9,RES,NR,ITH5,619
9,RES,NR,ITH51,26
9,RES,NR,ITH52,56
9,RES,NR,ITH53,88
9,RES,NR,ITH54,109
9,RES,NR,ITH55,137
9,RES,NR,ITH56,45
9,RES,NR,ITH57,50
9,RES,NR,ITH58,60
9,RES,NR,ITH59,48
9,RES,NR,ITI,1096
9,RES,NR,ITI1,272
9,RES,NR,ITI11,0
9,RES,NR,ITI12,32
9,RES,NR,ITI13,27
9,RES,NR,ITI14,114
9,RES,NR,ITI15,11
9,RES,NR,ITI16,15
9,RES,NR,ITI17,34
9,RES,NR,ITI18,23
9,RES,NR,ITI19,13
9,RES,NR,ITI1A,3
9,RES,NR,ITI2,81
9,RES,NR,ITI21,77
9,RES,NR,ITI22,4
9,RES,NR,ITI3,129
9,RES,NR,ITI31,32
9,RES,NR,ITI32,51
9,RES,NR,ITI33,34
9,RES,NR,ITI34,10
9,RES,NR,ITI35,2
9,RES,NR,ITI4,614
9,RES,NR,ITI41,11
9,RES,NR,ITI42,0
9,RES,NR,ITI43,457
9,RES,NR,ITI44,83
9,RES,NR,ITI45,63
