nuts_id,country,building_type,dwellings_2021,dwellings_share,heat_2015_MWh
DED44,DE,SFH,114099.0,0.15098052188641295,379414.05150055577
DED45,DE,MFH_HIGH,202394.0,0.19434556703248376,656693.6710027626
DED45,DE,OTHER,699570.0,0.6717507847511026,2269845.901673976
DED45,DE,SFH,139449.0,0.13390364821641365,452460.42732326174
DED51,DE,MFH_HIGH,623327.0,0.2899373356875864,1514052.7669605762
DED51,DE,OTHER,1442466.0,0.670955612158514,3503730.20669176
DED51,DE,SFH,84075.0,0.03910705215389968,204217.02634766413
DED52,DE,MFH_HIGH,131912.0,0.1554392911010558,383157.85256410256
DED52,DE,OTHER,569914.0,0.6715615573152338,1655399.2387820513
DED52,DE,SFH,146814.0,0.1729991515837104,426442.9086538461
DED53,DE,MFH_HIGH,101860.0,0.15600972878261563,297822.5722460132
DED53,DE,OTHER,438319.0,0.6713334803678312,1281575.6140221898
DED53,DE,SFH,112729.0,0.17265679084955307,329601.8137317968
DEE01,DE,MFH_HIGH,56736.0,0.21045603258329437,179098.0837283835
DEE01,DE,OTHER,180478.0,0.6694635478103462,569713.4791866046
